id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,prob_func,prob_repair,prob_nonfunc,dist_nearest_functional_km,n_nonfunc_in_area,priority_score,likelihood_nonfunc,impact_score,score_population,score_dist_nearest_functional_km,score_n_nonfunc_in_area,score_quantity
51844,0.0,2013-01-18,Uhai Wa Mama Na Mtoto,850,Uhai wa mama na mtoto,35.18500323,-5.86449995,Kwa Msaji Dina,0,Internal,Waraka,Singida,13,3,Manyoni,Kintinku,560.0,True,GeoData Consultants Ltd,,,False,1996,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.02243758400268751,0.008124380094336518,0.969438035902976,12.795595066395062,6.0,83.3,0.969,8.6,9.4,9.1,3.8,10
58451,0.0,2013-02-02,Government Of Tanzania,23,DWE,39.16267308,-8.51860926,Secondary,0,Ruvuma / Southern Coast,Kililima,Lindi,80,13,Kilwa,Mingumbi,360.0,True,GeoData Consultants Ltd,,,True,2009,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.007228357477238819,0.00030593852804751496,0.9924657039947137,10.793091979829525,19.0,83.3,0.992,8.4,7.6,8.8,7.7,10
54583,3000.0,2012-10-21,Watu Wa Ujerumani,1162,MTN,34.00275837,-1.14812262,Shuleni,0,Lake Victoria,Okebe,Mara,20,6,Rorya,Mkoma,1000.0,True,GeoData Consultants Ltd,Private operator,Mradi wa maji Shirati,False,1991,submersible,submersible,submersible,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,lake,river/lake,surface,communal standpipe multiple,communal standpipe,0.1182573130346569,0.0005055193449045638,0.8812371676204385,28.463006442307965,17.0,83.2,0.881,9.4,9.7,9.8,7.3,10
11062,0.0,2011-07-30,Hesawa,0,DWE,33.10578809,-2.39656821,Kwa Sunzula,0,Lake Victoria,Lutale,Mwanza,19,2,Magu,Shishani,400.0,True,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.004867901892764606,0.0014314951747778826,0.9937006029324577,6.036626383594073,26.0,83.1,0.994,8.4,7.9,7.5,8.7,10
66773,0.0,2013-02-10,Government Of Tanzania,377,DWE,38.88103677,-8.42212337,Kwamwihidini,0,Rufiji,Ngingama,Lindi,80,13,Kilwa,Kipatimu,360.0,True,GeoData Consultants Ltd,,,True,1985,other,other,other,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,other,other,0.0017059813959168235,0.0017348020447073835,0.9965592165593757,19.584299464531576,12.0,83.1,0.997,8.3,7.6,9.6,6.1,10
56730,70.0,2013-02-24,Fini Water,192,Fini water,39.82619015,-10.72304278,Kwa Mzee Kudumunda,0,Ruvuma / Southern Coast,Umoja,Mtwara,99,1,Mtwara Rural,Namtuhuka,500.0,True,GeoData Consultants Ltd,VWC,Mnyawi water supply,True,1978,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,0.056678674972977634,0.011624710231901406,0.9316966147951212,8.527940578622076,25.0,83.0,0.932,8.9,8.8,8.3,8.6,10
3839,0.0,2013-01-29,Father Bonifasi,314,Ndanda missions,38.99942097,-10.32925778,Milanzi,0,Ruvuma / Southern Coast,Shuleni,Lindi,80,53,Ruangwa,Malolo,260.0,True,GeoData Consultants Ltd,VWC,Michenga,True,1998,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,0.009012081518563078,0.004151118577529818,0.9868367999039069,18.086294284365067,22.0,83.0,0.987,8.4,7.0,9.5,8.3,10
26850,0.0,2013-01-19,Government Of Tanzania,-38,DWE,39.61859436,-9.3853936,Mnazini,0,Ruvuma / Southern Coast,Changawaka,Lindi,80,13,Kilwa,Lihimalyo,800.0,,GeoData Consultants Ltd,,,True,1997,other,other,other,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,other,other,0.02110991682446728,0.0024008486570489657,0.9764892345184838,31.741826870235975,0.0,83.0,0.976,8.5,9.6,9.9,1.2,10
26935,0.0,2013-01-27,District Council,382,District water department,38.91827923,-10.26383034,Kumbopu,0,Ruvuma / Southern Coast,Mkata,Lindi,80,53,Ruangwa,Chienjere,530.0,True,GeoData Consultants Ltd,VWC,Chienjele,True,1978,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,0.05105482270489884,0.049388271420470316,0.8995569058746309,13.000661234772279,20.0,82.8,0.9,9.2,9.3,9.1,8.0,10
69515,0.0,2011-07-28,Hesawa,0,DWE,33.05593598,-2.53064965,Bulenganija,0,Lake Victoria,Mwakilu,Mwanza,19,2,Magu,Bujashi,400.0,True,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.004878355557952202,0.0006398751210270764,0.994481769321021,4.624819493379085,44.0,82.8,0.994,8.3,7.9,6.9,9.5,10
38915,0.0,2012-10-18,Government Of Tanzania,0,Government,33.15871101,-3.77695031,Kwa Njina Nyani,0,Lake Victoria,Nyalubazi,Shinyanga,17,3,Shinyanga Rural,Tinde,500.0,False,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.025198551561301744,0.01634517285089283,0.9584562755878054,4.176349424831745,42.0,82.7,0.958,8.6,8.8,6.7,9.5,10
46075,0.0,2013-02-02,Government Of Tanzania,26,DWE,39.17513793,-8.52185703,Secondary,0,Ruvuma / Southern Coast,Kililima,Lindi,80,13,Kilwa,Mingumbi,360.0,True,GeoData Consultants Ltd,,,True,1976,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.002839727578491495,0.0006093239894655454,0.9965509484320428,9.549691387938827,18.0,82.6,0.997,8.3,7.6,8.6,7.5,10
23868,0.0,2013-01-17,Hesawa,1163,DWE,33.54841366,-2.16108964,Kwa Martin,0,Lake Victoria,Mlimani,Mara,20,4,Bunda,Neruma,300.0,False,GeoData Consultants Ltd,WUG,,False,1997,other,other,other,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.00044504514342006974,0.0008809944018235487,0.9986739604547564,8.068812328381746,28.0,82.4,0.999,8.3,7.2,8.2,8.9,10
10202,0.0,2012-10-30,Hesawa,1321,DWE,34.09435858,-1.94698599,Ngeye,0,Lake Victoria,Mumwalo,Mara,20,4,Bunda,Hunyari,300.0,True,GeoData Consultants Ltd,WUG,,False,1991,other,other,other,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.0017055378739877622,0.00017819590787831834,0.9981162662181338,17.275656573073288,15.0,82.4,0.998,8.3,7.2,9.5,6.8,10
66007,0.0,2013-01-21,Fini Water,382,Fini Water,38.69723077,-10.38250807,Kisimani Mkululu,0,Ruvuma / Southern Coast,Mkululu,Lindi,8,3,Nachingwea,Naipingo,491.0,True,GeoData Consultants Ltd,VWC,,False,1981,other,other,other,vwc,user-group,never pay,never pay,milky,milky,seasonal,seasonal,shallow well,shallow well,groundwater,other,other,0.004718175390079709,0.00022957299913205632,0.9950522516107881,15.074090080299303,20.0,82.3,0.995,8.3,8.4,9.3,8.0,7
11878,0.0,2013-02-11,Tcrs,695,TCRS,36.15986356,-10.27521236,Kwa Mchicha,0,Rufiji,Chatisa,Ruvuma,10,5,Namtumbo,Mgombasi,800.0,True,GeoData Consultants Ltd,WUG,,False,1994,other,other,other,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.006119064215632109,0.0006597717500099149,0.9932211640343579,10.435838894618927,1.0,82.2,0.993,8.3,9.6,8.7,1.6,10
30934,0.0,2012-10-13,Government Of Tanzania,0,Government,33.08299515,-3.81917058,Kwa Ali Majee Nasra,0,Internal,Madukani,Shinyanga,17,3,Shinyanga Rural,Didia,500.0,True,GeoData Consultants Ltd,VWC,Husia Dam,True,0,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,dam,dam,surface,communal standpipe multiple,communal standpipe,0.004954364566460497,0.0003128099973883135,0.994732825436151,2.3393390181797047,39.0,82.2,0.995,8.3,8.8,5.3,9.4,10
44767,0.0,2012-11-01,Hesawa,1476,DWE,34.05096832,-1.90649056,Kwa Kikama,0,Lake Victoria,Manyago,Mara,20,4,Bunda,Nyamuswa,250.0,False,GeoData Consultants Ltd,WUG,,False,1993,other,other,other,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.009771030239713869,0.0010948934724962116,0.9891340762877899,16.176972339937773,21.0,82.2,0.989,8.3,6.8,9.4,8.2,10
418,14000.0,2011-07-14,World Bank,1137,P.N.R.,31.14898176,-6.38209147,Kwa Kalolo,0,Lake Rukwa,Cha Mashariki,Rukwa,15,1,Mpanda,Nsimbo,9000.0,True,GeoData Consultants Ltd,VWC,,True,2010,other,other,other,vwc,user-group,pay annually,annually,soft,good,enough,enough,machine dbh,borehole,groundwater,other,other,0.043256235863774035,0.030975856164810977,0.9257679079714151,4.163177027328518,20.0,82.1,0.926,8.9,10.0,6.7,8.0,10
70739,0.0,2011-02-23,Government Of Tanzania,106,DDCA,38.75222182,-6.93028558,Ng'Amba,0,Wami / Ruvu,Tulini,Pwani,6,3,Kisarawe,Mzenga,800.0,True,GeoData Consultants Ltd,VWC,Maji Coast(Ruvu,False,1978,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,0.07212616607365255,0.002562554053874438,0.9253112798724733,15.316391512051734,8.0,82.1,0.925,8.9,9.6,9.3,4.6,10
18030,600.0,2012-10-23,Kanisa La Menonite,1200,MTN,34.08830425,-1.11564375,Kwa Wambura Mgono,0,Lake Victoria,Makao,Mara,20,6,Tarime,Tai,358.0,,GeoData Consultants Ltd,Private operator,Mradi wa maji Shirati,False,1985,submersible,submersible,submersible,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,lake,river/lake,surface,communal standpipe multiple,communal standpipe,0.009415327754002563,0.00012892894294885693,0.9904557433030488,20.639329361778213,11.0,82.0,0.99,8.3,7.6,9.6,5.6,10
39341,500.0,2013-02-11,Government Of Tanzania,1282,Government,30.12795597,-4.24867926,Kwa Ndade,0,Lake Tanganyika,Mugera,Kigoma,16,2,Kasulu,Muyama,950.0,True,GeoData Consultants Ltd,Water authority,,False,1978,ksb,submersible,submersible,vwc,user-group,other,other,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,0.008334868868344747,0.0015321879191869173,0.9901329432124683,6.658891408228884,4.0,82.0,0.99,8.3,9.7,7.8,3.0,10
70468,0.0,2011-07-27,Government Of Tanzania,1298,RWE,33.01395791,-2.05659182,School,0,Lake Victoria,Songambele,Mwanza,19,1,Ukerewe,Mukituntu,1300.0,True,GeoData Consultants Ltd,VWC,Kazilankanda Water Supply,True,1982,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,lake,river/lake,surface,communal standpipe,communal standpipe,0.006102198295768473,0.003291012243222901,0.9906067894610087,6.419274215138939,40.0,81.9,0.991,8.3,9.8,7.7,9.5,5
9214,0.0,2013-02-14,Government Of Tanzania,355,DWE,38.92639577,-8.49800378,Kwageba,0,Rufiji,Darajani,Lindi,80,13,Kilwa,Kipatimu,385.0,True,GeoData Consultants Ltd,VWC,,True,1985,other,other,other,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,other,other,0.01330124763886382,0.0022667769353017227,0.9844319754258345,11.01901063246109,16.0,81.9,0.984,8.3,7.6,8.8,7.1,10
67934,0.0,2012-11-15,Ministry Of Water,1189,Hesawa,33.9101171,-1.44420665,Kwa Audax Bwana,0,Lake Victoria,Irindibwe,Mara,20,6,Rorya,Komuge,350.0,False,GeoData Consultants Ltd,VWC,Mradi wa maji Komuge,False,1978,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,lake,river/lake,surface,communal standpipe multiple,communal standpipe,0.001917455189856643,0.00011089540434249997,0.9979716494058009,17.927617171835912,11.0,81.9,0.998,8.2,7.5,9.5,5.6,10
7318,0.0,2013-01-27,Private Individual,396,Ndanda missions,38.93723357,-10.17865648,Kawili,0,Ruvuma / Southern Coast,Mafuriko,Lindi,80,53,Ruangwa,Nkowe,560.0,True,GeoData Consultants Ltd,Private operator,,True,1985,gravity,gravity,gravity,private operator,commercial,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,0.08440753548709057,0.026587026674790196,0.8890054378381193,19.609827877113773,16.0,81.8,0.889,9.2,9.4,9.6,7.1,10
14377,3000.0,2012-10-21,Watu Wa Ujerumani,1158,MTN,34.00496392,-1.14808425,Kwa Abuso Obel,0,Lake Victoria,Okebe,Mara,20,6,Rorya,Mkoma,346.0,True,GeoData Consultants Ltd,Private operator,Mradi wa maji Shirati,False,1985,submersible,submersible,submersible,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,lake,river/lake,surface,communal standpipe multiple,communal standpipe,0.03964046801510703,0.0006840356364277183,0.9596754963484652,28.223961848806677,18.0,81.8,0.96,8.5,7.4,9.8,7.5,10
21890,0.0,2011-07-19,W,0,W,32.9504669,-2.44923254,Kwa Mhuli Elias,0,Lake Victoria,1,Mwanza,19,8,Magu,Lutale,400.0,True,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.04557977186438747,0.020988967507465078,0.9334312606281476,11.12040000699338,32.0,81.8,0.933,8.8,7.9,8.8,9.2,10
1782,0.0,2012-11-01,Hesawa,1339,DWE,33.98650933,-1.94248925,Kwa Hassani,0,Lake Victoria,Nyakwigambira,Mara,20,4,Bunda,Nyamuswa,250.0,True,GeoData Consultants Ltd,WUG,,False,1990,other,other,other,wug,user-group,unknown,unknown,salty,salty,enough,enough,shallow well,shallow well,groundwater,other,other,0.0007792468576760019,0.00020427475401079095,0.9990164783883132,8.882042340640153,29.0,81.8,0.999,8.2,6.8,8.4,9.0,10
9820,0.0,2011-03-12,District Council,-26,DWE,38.97086358,-5.52591684,Kwa Mfaume,0,Pangani,Mabaoni,Tanga,4,5,Pangani,Mikunguni,500.0,False,GeoData Consultants Ltd,VWC,,False,0,other,other,other,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,0.013023550332482758,0.0003844271700160636,0.9865920224975012,15.71093009784063,35.0,81.6,0.987,8.3,8.8,9.4,9.3,5
33976,0.0,2012-10-16,Government Of Tanzania,0,Government,33.87316136,-3.09022014,Madukani B,0,Lake Victoria,Madukani,Shinyanga,17,2,Maswa,Buchambi,500.0,True,GeoData Consultants Ltd,VWC,,False,0,other,other,other,vwc,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.008446784562891404,0.011892619631794705,0.9796605958053138,9.853940334413988,7.0,81.5,0.98,8.3,8.8,8.6,4.2,10
21129,0.0,2011-03-15,Ded,301,DW,38.20909607,-6.51948671,Kwefalu,0,Wami / Ruvu,Tuka Mjini,Pwani,6,1,Bagamoyo,Ubenazamozi,1500.0,True,GeoData Consultants Ltd,VWC,,False,1995,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,0.037923035131138254,0.005195763018394166,0.9568812018504677,10.919329627424487,3.0,81.5,0.957,8.5,9.9,8.8,2.5,10
53362,500.0,2013-02-11,Government Of Tanzania,1269,Government,30.13448708,-4.24547886,Kwa Peter,0,Lake Tanganyika,Mugera,Kigoma,16,2,Kasulu,Muyama,540.0,True,GeoData Consultants Ltd,Water authority,,False,1978,ksb,submersible,submersible,vwc,user-group,other,other,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,0.002961194525931433,0.00032146788406896997,0.9967173375899995,7.424399925810284,4.0,81.5,0.997,8.2,9.3,8.0,3.0,10
53634,0.0,2013-01-18,Tcrs,866,TCRS,35.19268046,-5.86312677,Kwa Geremia,0,Internal,Waraka,Singida,13,3,Manyoni,Kintinku,456.0,True,GeoData Consultants Ltd,,,False,1995,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.003695016441405947,0.0018653986143022962,0.9944395849442916,13.186987161315919,6.0,81.4,0.994,8.2,8.3,9.1,3.8,10
13273,150.0,2013-02-01,Norad,843,DWE,29.76887656,-4.95947049,Kwa Sams Zelalima,0,Lake Tanganyika,Majengo,Kigoma,16,3,Kigoma Rural,Simbo,400.0,True,GeoData Consultants Ltd,WUG,Nyamoli water project,True,1984,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,0.032430352974976394,0.05304691009628041,0.9145227369287432,16.310707050417292,32.0,81.4,0.915,8.9,7.9,9.4,9.2,10
66848,0.0,2013-02-15,World Bank,155,Artisan,39.02767788,-8.45678423,Kwakweleu,0,Rufiji,Nakindu,Lindi,80,13,Kilwa,Kipatimu,360.0,True,GeoData Consultants Ltd,,,True,2010,other,other,other,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,other,other,0.010586939693750179,0.0009746080955023835,0.9884384522107474,8.319914834800795,18.0,81.3,0.988,8.2,7.6,8.3,7.5,10
68035,0.0,2011-07-15,Government Of Tanzania,1160,DWE,31.18778957,-6.37654874,Shule Ya Msingi Songamble,0,Lake Rukwa,Cha Mashariki,Rukwa,15,1,Mpanda,Nsimbo,1250.0,False,GeoData Consultants Ltd,Water authority,Tank refu Mtakuja,True,1972,gravity,gravity,gravity,water authority,commercial,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,0.06376814508503258,0.03562491095203594,0.9006069439629313,6.068647828095816,20.0,81.2,0.901,9.0,9.8,7.6,8.0,10
22882,0.0,2013-02-06,Government Of Tanzania,62,DWE,39.12656128,-8.54002459,Kwabakia,0,Ruvuma / Southern Coast,Namayuni Mjini,Lindi,80,13,Kilwa,Chumo,270.0,True,GeoData Consultants Ltd,,,True,1985,other,other,other,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,other,other,0.0006763898562972094,0.00024942690684183564,0.9990741832368609,11.673257944018298,17.0,81.2,0.999,8.1,7.0,8.9,7.3,10
23447,0.0,2013-01-21,Fini Water,257,FINI WATER,38.96502476,-9.96924234,Nakundungu,0,Ruvuma / Southern Coast,Majengo,Lindi,80,53,Ruangwa,Mbekenyera,460.0,True,GeoData Consultants Ltd,VWC,,False,1980,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.002308139362925441,7.713879189937167e-05,0.9976147218451752,11.80879461255469,6.0,81.2,0.998,8.1,8.3,9.0,3.8,10
54144,70.0,2013-02-24,Fini Water,201,Fini water,39.82043364,-10.71766967,Msikitini,0,Ruvuma / Southern Coast,Kizota,Mtwara,99,1,Mtwara Rural,Namtuhuka,500.0,True,GeoData Consultants Ltd,VWC,Mnyawi water supply,True,1978,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,0.07357316960346376,0.011955306796564808,0.9144715235999715,8.017918882990772,25.0,81.1,0.914,8.9,8.8,8.2,8.6,10
5608,0.0,2013-01-21,Fini Water,254,FINI WATER,38.96150919,-9.96223876,Imbanyama,0,Ruvuma / Southern Coast,Mnazi Mmoja,Lindi,80,53,Ruangwa,Mbekenyera,465.0,True,GeoData Consultants Ltd,VWC,,False,1980,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.002324549487301484,8.069535681948466e-05,0.997594755155879,11.461652786650214,6.0,81.1,0.998,8.1,8.3,8.9,3.8,10
5516,0.0,2012-11-03,Government Of Tanzania,0,Government,33.42517101,-3.79193585,Kwa Juma Masanja,0,Internal,Bushoma,Shinyanga,17,3,Shinyanga Rural,Samuye,500.0,True,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.015365099698974712,0.0010778449393454102,0.9835570553616799,5.294032462840015,12.0,81.1,0.984,8.2,8.8,7.2,6.1,10
28147,0.0,2013-02-11,Government Of Tanzania,350,DWE,38.91411098,-8.53696634,Mitete 2,0,Ruvuma / Southern Coast,Boma,Lindi,80,13,Kilwa,Kipatimu,286.0,True,GeoData Consultants Ltd,,,True,1993,other,other,other,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,other,other,0.0014052183469710974,0.00011801674261351535,0.9984767649104155,11.745897947359031,16.0,81.0,0.998,8.1,7.0,8.9,7.1,10
33098,0.0,2011-07-30,Hesawa,0,DWE,33.08428907,-2.39373076,Manungu,0,Lake Victoria,Kayenze,Mwanza,19,2,Magu,Shishani,400.0,True,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.005143164096262962,0.0013073959116517051,0.9935494399920856,3.976897960310859,28.0,81.0,0.994,8.2,7.9,6.6,8.9,10
45167,0.0,2011-07-28,Hesawa,0,,33.06484015,-2.51184571,Ring Factory,0,Lake Victoria,Kadasi,Mwanza,19,2,Magu,Bujashi,400.0,True,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.020668847943847112,0.0031815321184754213,0.9761496199376775,4.485298002681493,40.0,81.0,0.976,8.3,7.9,6.9,9.5,10
64335,0.0,2013-01-31,Government Of Tanzania,-12,DWE,39.26002394,-8.58831317,Shuleni,0,Ruvuma / Southern Coast,Kibaoni,Lindi,80,13,Kilwa,Miteja,470.0,True,GeoData Consultants Ltd,,,True,1985,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,0.003962792993126151,0.00048317487473548593,0.9955540321321384,10.010743343067993,7.0,80.9,0.996,8.1,8.3,8.6,4.2,10
